min,max,single,married_filing_jointly,married_filing_separately,head_of_household
0,5,0,0,0,0
5,15,1,1,1,1
15,25,2,2,2,2
25,50,4,4,4,4
50,75,6,6,6,6
75,100,9,9,9,9
100,125,11,11,11,11
125,150,14,14,14,14
150,175,16,16,16,16
175,200,19,19,19,19
200,225,21,21,21,21
225,250,24,24,24,24
250,275,26,26,26,26
275,300,29,29,29,29
300,325,31,31,31,31
325,350,34,34,34,34
350,375,36,36,36,36
375,400,39,39,39,39
400,425,41,41,41,41
425,450,44,44,44,44
450,475,46,46,46,46
475,500,49,49,49,49
500,525,51,51,51,51
525,550,54,54,54,54
550,575,56,56,56,56
575,600,59,59,59,59
600,625,61,61,61,61
625,650,64,64,64,64
650,675,66,66,66,66
675,700,69,69,69,69
700,725,71,71,71,71
725,750,74,74,74,74
750,775,76,76,76,76
775,800,79,79,79,79
800,825,81,81,81,81
825,850,84,84,84,84
850,875,86,86,86,86
875,900,89,89,89,89
900,925,91,91,91,91
925,950,94,94,94,94
950,975,96,96,96,96
975,1000,99,99,99,99
1000,1025,101,101,101,101
1025,1050,104,104,104,104
1050,1075,106,106,106,106
1075,1100,109,109,109,109
1100,1125,111,111,111,111
1125,1150,114,114,114,114
1150,1175,116,116,116,116
1175,1200,119,119,119,119
1200,1225,121,121,121,121
1225,1250,124,124,124,124
1250,1275,126,126,126,126
1275,1300,129,129,129,129
1300,1325,131,131,131,131
1325,1350,134,134,134,134
1350,1375,136,136,136,136
1375,1400,139,139,139,139
1400,1425,141,141,141,141
1425,1450,144,144,144,144
1450,1475,146,146,146,146
1475,1500,149,149,149,149
1500,1525,151,151,151,151
1525,1550,154,154,154,154
1550,1575,156,156,156,156
1575,1600,159,159,159,159
1600,1625,161,161,161,161
1625,1650,164,164,164,164
1650,1675,166,166,166,166
1675,1700,169,169,169,169
1700,1725,171,171,171,171
1725,1750,174,174,174,174
1750,1775,176,176,176,176
1775,1800,179,179,179,179
1800,1825,181,181,181,181
1825,1850,184,184,184,184
1850,1875,186,186,186,186
1875,1900,189,189,189,189
1900,1925,191,191,191,191
1925,1950,194,194,194,194
1950,1975,196,196,196,196
1975,2000,199,199,199,199
2000,2025,201,201,201,201
2025,2050,204,204,204,204
2050,2075,206,206,206,206
2075,2100,209,209,209,209
2100,2125,211,211,211,211
2125,2150,214,214,214,214
2150,2175,216,216,216,216
2175,2200,219,219,219,219
2200,2225,221,221,221,221
2225,2250,224,224,224,224
2250,2275,226,226,226,226
2275,2300,229,229,229,229
2300,2325,231,231,231,231
2325,2350,234,234,234,234
2350,2375,236,236,236,236
2375,2400,239,239,239,239
2400,2425,241,241,241,241
2425,2450,244,244,244,244
2450,2475,246,246,246,246
2475,2500,249,249,249,249
2500,2525,251,251,251,251
2525,2550,254,254,254,254
2550,2575,256,256,256,256
2575,2600,259,259,259,259
2600,2625,261,261,261,261
2625,2650,264,264,264,264
2650,2675,266,266,266,266
2675,2700,269,269,269,269
2700,2725,271,271,271,271
2725,2750,274,274,274,274
2750,2775,276,276,276,276
2775,2800,279,279,279,279
2800,2825,281,281,281,281
2825,2850,284,284,284,284
2850,2875,286,286,286,286
2875,2900,289,289,289,289
2900,2925,291,291,291,291
2925,2950,294,294,294,294
2950,2975,296,296,296,296
2975,3000,299,299,299,299
3000,3050,303,303,303,303
3050,3100,308,308,308,308
3100,3150,313,313,313,313
3150,3200,318,318,318,318
3200,3250,323,323,323,323
3250,3300,328,328,328,328
3300,3350,333,333,333,333
3350,3400,338,338,338,338
3400,3450,343,343,343,343
3450,3500,348,348,348,348
3500,3550,353,353,353,353
3550,3600,358,358,358,358
3600,3650,363,363,363,363
3650,3700,368,368,368,368
3700,3750,373,373,373,373
3750,3800,378,378,378,378
3800,3850,383,383,383,383
3850,3900,388,388,388,388
3900,3950,393,393,393,393
3950,4000,398,398,398,398
4000,4050,403,403,403,403
4050,4100,408,408,408,408
4100,4150,413,413,413,413
4150,4200,418,418,418,418
4200,4250,423,423,423,423
4250,4300,428,428,428,428
4300,4350,433,433,433,433
4350,4400,438,438,438,438
4400,4450,443,443,443,443
4450,4500,448,448,448,448
4500,4550,453,453,453,453
4550,4600,458,458,458,458
4600,4650,463,463,463,463
4650,4700,468,468,468,468
4700,4750,473,473,473,473
4750,4800,478,478,478,478
4800,4850,483,483,483,483
4850,4900,488,488,488,488
4900,4950,493,493,493,493
4950,5000,498,498,498,498
5000,5050,503,503,503,503
5050,5100,508,508,508,508
5100,5150,513,513,513,513
5150,5200,518,518,518,518
5200,5250,523,523,523,523
5250,5300,528,528,528,528
5300,5350,533,533,533,533
5350,5400,538,538,538,538
5400,5450,543,543,543,543
5450,5500,548,548,548,548
5500,5550,553,553,553,553
5550,5600,558,558,558,558
5600,5650,563,563,563,563
5650,5700,568,568,568,568
5700,5750,573,573,573,573
5750,5800,578,578,578,578
5800,5850,583,583,583,583
5850,5900,588,588,588,588
5900,5950,593,593,593,593
5950,6000,598,598,598,598
6000,6050,603,603,603,603
6050,6100,608,608,608,608
6100,6150,613,613,613,613
6150,6200,618,618,618,618
6200,6250,623,623,623,623
6250,6300,628,628,628,628
6300,6350,633,633,633,633
6350,6400,638,638,638,638
6400,6450,643,643,643,643
6450,6500,648,648,648,648
6500,6550,653,653,653,653
6550,6600,658,658,658,658
6600,6650,663,663,663,663
6650,6700,668,668,668,668
6700,6750,673,673,673,673
6750,6800,678,678,678,678
6800,6850,683,683,683,683
6850,6900,688,688,688,688
6900,6950,693,693,693,693
6950,7000,698,698,698,698
7000,7050,703,703,703,703
7050,7100,708,708,708,708
7100,7150,713,713,713,713
7150,7200,718,718,718,718
7200,7250,723,723,723,723
7250,7300,728,728,728,728
7300,7350,733,733,733,733
7350,7400,738,738,738,738
7400,7450,743,743,743,743
7450,7500,748,748,748,748
7500,7550,753,753,753,753
7550,7600,758,758,758,758
7600,7650,763,763,763,763
7650,7700,768,768,768,768
7700,7750,773,773,773,773
7750,7800,778,778,778,778
7800,7850,783,783,783,783
7850,7900,788,788,788,788
7900,7950,793,793,793,793
7950,8000,798,798,798,798
8000,8050,803,803,803,803
8050,8100,808,808,808,808
8100,8150,813,813,813,813
8150,8200,818,818,818,818
8200,8250,823,823,823,823
8250,8300,828,828,828,828
8300,8350,833,833,833,833
8350,8400,838,838,838,838
8400,8450,843,843,843,843
8450,8500,848,848,848,848
8500,8550,853,853,853,853
8550,8600,858,858,858,858
8600,8650,863,863,863,863
8650,8700,868,868,868,868
8700,8750,873,873,873,873
8750,8800,878,878,878,878
8800,8850,883,883,883,883
8850,8900,888,888,888,888
8900,8950,893,893,893,893
8950,9000,898,898,898,898
9000,9050,903,903,903,903
9050,9100,908,908,908,908
9100,9150,913,913,913,913
9150,9200,918,918,918,918
9200,9250,923,923,923,923
9250,9300,928,928,928,928
9300,9350,933,933,933,933
9350,9400,938,938,938,938
9400,9450,943,943,943,943
9450,9500,948,948,948,948
9500,9550,953,953,953,953
9550,9600,958,958,958,958
9600,9650,963,963,963,963
9650,9700,968,968,968,968
9700,9750,973,973,973,973
9750,9800,978,978,978,978
9800,9850,983,983,983,983
9850,9900,988,988,988,988
9900,9950,994,993,994,993
9950,10000,1000,998,1000,998
10000,10050,1006,1003,1006,1003
10050,10100,1012,1008,1012,1008
10100,10150,1018,1013,1018,1013
10150,10200,1024,1018,1024,1018
10200,10250,1030,1023,1030,1023
10250,10300,1036,1028,1036,1028
10300,10350,1042,1033,1042,1033
10350,10400,1048,1038,1048,1038
10400,10450,1054,1043,1054,1043
10450,10500,1060,1048,1060,1048
10500,10550,1066,1053,1066,1053
10550,10600,1072,1058,1072,1058
10600,10650,1078,1063,1078,1063
10650,10700,1084,1068,1084,1068
10700,10750,1090,1073,1090,1073
10750,10800,1096,1078,1096,1078
10800,10850,1102,1083,1102,1083
10850,10900,1108,1088,1108,1088
10900,10950,1114,1093,1114,1093
10950,11000,1120,1098,1120,1098
11000,11050,1126,1103,1126,1103
11050,11100,1132,1108,1132,1108
11100,11150,1138,1113,1138,1113
11150,11200,1144,1118,1144,1118
11200,11250,1150,1123,1150,1123
11250,11300,1156,1128,1156,1128
11300,11350,1162,1133,1162,1133
11350,11400,1168,1138,1168,1138
11400,11450,1174,1143,1174,1143
11450,11500,1180,1148,1180,1148
11500,11550,1186,1153,1186,1153
11550,11600,1192,1158,1192,1158
11600,11650,1198,1163,1198,1163
11650,11700,1204,1168,1204,1168
11700,11750,1210,1173,1210,1173
11750,11800,1216,1178,1216,1178
11800,11850,1222,1183,1222,1183
11850,11900,1228,1188,1228,1188
11900,11950,1234,1193,1234,1193
11950,12000,1240,1198,1240,1198
12000,12050,1246,1203,1246,1203
12050,12100,1252,1208,1252,1208
12100,12150,1258,1213,1258,1213
12150,12200,1264,1218,1264,1218
12200,12250,1270,1223,1270,1223
12250,12300,1276,1228,1276,1228
12300,12350,1282,1233,1282,1233
12350,12400,1288,1238,1288,1238
12400,12450,1294,1243,1294,1243
12450,12500,1300,1248,1300,1248
12500,12550,1306,1253,1306,1253
12550,12600,1312,1258,1312,1258
12600,12650,1318,1263,1318,1263
12650,12700,1324,1268,1324,1268
12700,12750,1330,1273,1330,1273
12750,12800,1336,1278,1336,1278
12800,12850,1342,1283,1342,1283
12850,12900,1348,1288,1348,1288
12900,12950,1354,1293,1354,1293
12950,13000,1360,1298,1360,1298
13000,13050,1366,1303,1366,1303
13050,13100,1372,1308,1372,1308
13100,13150,1378,1313,1378,1313
13150,13200,1384,1318,1384,1318
13200,13250,1390,1323,1390,1323
13250,13300,1396,1328,1396,1328
13300,13350,1402,1333,1402,1333
13350,13400,1408,1338,1408,1338
13400,13450,1414,1343,1414,1343
13450,13500,1420,1348,1420,1348
13500,13550,1426,1353,1426,1353
13550,13600,1432,1358,1432,1358
13600,13650,1438,1363,1438,1363
13650,13700,1444,1368,1444,1368
13700,13750,1450,1373,1450,1373
13750,13800,1456,1378,1456,1378
13800,13850,1462,1383,1462,1383
13850,13900,1468,1388,1468,1388
13900,13950,1474,1393,1474,1393
13950,14000,1480,1398,1480,1398
14000,14050,1486,1403,1486,1403
14050,14100,1492,1408,1492,1408
14100,14150,1498,1413,1498,1413
14150,14200,1504,1418,1504,1419
14200,14250,1510,1423,1510,1425
14250,14300,1516,1428,1516,1431
14300,14350,1522,1433,1522,1437
14350,14400,1528,1438,1528,1443
14400,14450,1534,1443,1534,1449
14450,14500,1540,1448,1540,1455
14500,14550,1546,1453,1546,1461
14550,14600,1552,1458,1552,1467
14600,14650,1558,1463,1558,1473
14650,14700,1564,1468,1564,1479
14700,14750,1570,1473,1570,1485
14750,14800,1576,1478,1576,1491
14800,14850,1582,1483,1582,1497
14850,14900,1588,1488,1588,1503
14900,14950,1594,1493,1594,1509
14950,15000,1600,1498,1600,1515
15000,15050,1606,1503,1606,1521
15050,15100,1612,1508,1612,1527
15100,15150,1618,1513,1618,1533
15150,15200,1624,1518,1624,1539
15200,15250,1630,1523,1630,1545
15250,15300,1636,1528,1636,1551
15300,15350,1642,1533,1642,1557
15350,15400,1648,1538,1648,1563
15400,15450,1654,1543,1654,1569
15450,15500,1660,1548,1660,1575
15500,15550,1666,1553,1666,1581
15550,15600,1672,1558,1672,1587
15600,15650,1678,1563,1678,1593
15650,15700,1684,1568,1684,1599
15700,15750,1690,1573,1690,1605
15750,15800,1696,1578,1696,1611
15800,15850,1702,1583,1702,1617
15850,15900,1708,1588,1708,1623
15900,15950,1714,1593,1714,1629
15950,16000,1720,1598,1720,1635
16000,16050,1726,1603,1726,1641
16050,16100,1732,1608,1732,1647
16100,16150,1738,1613,1738,1653
16150,16200,1744,1618,1744,1659
16200,16250,1750,1623,1750,1665
16250,16300,1756,1628,1756,1671
16300,16350,1762,1633,1762,1677
16350,16400,1768,1638,1768,1683
16400,16450,1774,1643,1774,1689
16450,16500,1780,1648,1780,1695
16500,16550,1786,1653,1786,1701
16550,16600,1792,1658,1792,1707
16600,16650,1798,1663,1798,1713
16650,16700,1804,1668,1804,1719
16700,16750,1810,1673,1810,1725
16750,16800,1816,1678,1816,1731
16800,16850,1822,1683,1822,1737
16850,16900,1828,1688,1828,1743
16900,16950,1834,1693,1834,1749
16950,17000,1840,1698,1840,1755
17000,17050,1846,1703,1846,1761
17050,17100,1852,1708,1852,1767
17100,17150,1858,1713,1858,1773
17150,17200,1864,1718,1864,1779
17200,17250,1870,1723,1870,1785
17250,17300,1876,1728,1876,1791
17300,17350,1882,1733,1882,1797
17350,17400,1888,1738,1888,1803
17400,17450,1894,1743,1894,1809
17450,17500,1900,1748,1900,1815
17500,17550,1906,1753,1906,1821
17550,17600,1912,1758,1912,1827
17600,17650,1918,1763,1918,1833
17650,17700,1924,1768,1924,1839
17700,17750,1930,1773,1930,1845
17750,17800,1936,1778,1936,1851
17800,17850,1942,1783,1942,1857
17850,17900,1948,1788,1948,1863
17900,17950,1954,1793,1954,1869
17950,18000,1960,1798,1960,1875
18000,18050,1966,1803,1966,1881
18050,18100,1972,1808,1972,1887
18100,18150,1978,1813,1978,1893
18150,18200,1984,1818,1984,1899
18200,18250,1990,1823,1990,1905
18250,18300,1996,1828,1996,1911
18300,18350,2002,1833,2002,1917
18350,18400,2008,1838,2008,1923
18400,18450,2014,1843,2014,1929
18450,18500,2020,1848,2020,1935
18500,18550,2026,1853,2026,1941
18550,18600,2032,1858,2032,1947
18600,18650,2038,1863,2038,1953
18650,18700,2044,1868,2044,1959
18700,18750,2050,1873,2050,1965
18750,18800,2056,1878,2056,1971
18800,18850,2062,1883,2062,1977
18850,18900,2068,1888,2068,1983
18900,18950,2074,1893,2074,1989
18950,19000,2080,1898,2080,1995
19000,19050,2086,1903,2086,2001
19050,19100,2092,1908,2092,2007
19100,19150,2098,1913,2098,2013
19150,19200,2104,1918,2104,2019
19200,19250,2110,1923,2110,2025
19250,19300,2116,1928,2116,2031
19300,19350,2122,1933,2122,2037
19350,19400,2128,1938,2128,2043
19400,19450,2134,1943,2134,2049
19450,19500,2140,1948,2140,2055
19500,19550,2146,1953,2146,2061
19550,19600,2152,1958,2152,2067
19600,19650,2158,1963,2158,2073
19650,19700,2164,1968,2164,2079
19700,19750,2170,1973,2170,2085
19750,19800,2176,1978,2176,2091
19800,19850,2182,1984,2182,2097
19850,19900,2188,1990,2188,2103
19900,19950,2194,1996,2194,2109
19950,20000,2200,2002,2200,2115
20000,20050,2206,2008,2206,2121
20050,20100,2212,2014,2212,2127
20100,20150,2218,2020,2218,2133
20150,20200,2224,2026,2224,2139
20200,20250,2230,2032,2230,2145
20250,20300,2236,2038,2236,2151
20300,20350,2242,2044,2242,2157
20350,20400,2248,2050,2248,2163
20400,20450,2254,2056,2254,2169
20450,20500,2260,2062,2260,2175
20500,20550,2266,2068,2266,2181
20550,20600,2272,2074,2272,2187
20600,20650,2278,2080,2278,2193
20650,20700,2284,2086,2284,2199
20700,20750,2290,2092,2290,2205
20750,20800,2296,2098,2296,2211
20800,20850,2302,2104,2302,2217
20850,20900,2308,2110,2308,2223
20900,20950,2314,2116,2314,2229
20950,21000,2320,2122,2320,2235
21000,21050,2326,2128,2326,2241
21050,21100,2332,2134,2332,2247
21100,21150,2338,2140,2338,2253
21150,21200,2344,2146,2344,2259
21200,21250,2350,2152,2350,2265
21250,21300,2356,2158,2356,2271
21300,21350,2362,2164,2362,2277
21350,21400,2368,2170,2368,2283
21400,21450,2374,2176,2374,2289
21450,21500,2380,2182,2380,2295
21500,21550,2386,2188,2386,2301
21550,21600,2392,2194,2392,2307
21600,21650,2398,2200,2398,2313
21650,21700,2404,2206,2404,2319
21700,21750,2410,2212,2410,2325
21750,21800,2416,2218,2416,2331
21800,21850,2422,2224,2422,2337
21850,21900,2428,2230,2428,2343
21900,21950,2434,2236,2434,2349
21950,22000,2440,2242,2440,2355
22000,22050,2446,2248,2446,2361
22050,22100,2452,2254,2452,2367
22100,22150,2458,2260,2458,2373
22150,22200,2464,2266,2464,2379
22200,22250,2470,2272,2470,2385
22250,22300,2476,2278,2476,2391
22300,22350,2482,2284,2482,2397
22350,22400,2488,2290,2488,2403
22400,22450,2494,2296,2494,2409
22450,22500,2500,2302,2500,2415
22500,22550,2506,2308,2506,2421
22550,22600,2512,2314,2512,2427
22600,22650,2518,2320,2518,2433
22650,22700,2524,2326,2524,2439
22700,22750,2530,2332,2530,2445
22750,22800,2536,2338,2536,2451
22800,22850,2542,2344,2542,2457
22850,22900,2548,2350,2548,2463
22900,22950,2554,2356,2554,2469
22950,23000,2560,2362,2560,2475
23000,23050,2566,2368,2566,2481
23050,23100,2572,2374,2572,2487
23100,23150,2578,2380,2578,2493
23150,23200,2584,2386,2584,2499
23200,23250,2590,2392,2590,2505
23250,23300,2596,2398,2596,2511
23300,23350,2602,2404,2602,2517
23350,23400,2608,2410,2608,2523
23400,23450,2614,2416,2614,2529
23450,23500,2620,2422,2620,2535
23500,23550,2626,2428,2626,2541
23550,23600,2632,2434,2632,2547
23600,23650,2638,2440,2638,2553
23650,23700,2644,2446,2644,2559
23700,23750,2650,2452,2650,2565
23750,23800,2656,2458,2656,2571
23800,23850,2662,2464,2662,2577
23850,23900,2668,2470,2668,2583
23900,23950,2674,2476,2674,2589
23950,24000,2680,2482,2680,2595
24000,24050,2686,2488,2686,2601
24050,24100,2692,2494,2692,2607
24100,24150,2698,2500,2698,2613
24150,24200,2704,2506,2704,2619
24200,24250,2710,2512,2710,2625
24250,24300,2716,2518,2716,2631
24300,24350,2722,2524,2722,2637
24350,24400,2728,2530,2728,2643
24400,24450,2734,2536,2734,2649
24450,24500,2740,2542,2740,2655
24500,24550,2746,2548,2746,2661
24550,24600,2752,2554,2752,2667
24600,24650,2758,2560,2758,2673
24650,24700,2764,2566,2764,2679
24700,24750,2770,2572,2770,2685
24750,24800,2776,2578,2776,2691
24800,24850,2782,2584,2782,2697
24850,24900,2788,2590,2788,2703
24900,24950,2794,2596,2794,2709
24950,25000,2800,2602,2800,2715
25000,25050,2806,2608,2806,2721
25050,25100,2812,2614,2812,2727
25100,25150,2818,2620,2818,2733
25150,25200,2824,2626,2824,2739
25200,25250,2830,2632,2830,2745
25250,25300,2836,2638,2836,2751
25300,25350,2842,2644,2842,2757
25350,25400,2848,2650,2848,2763
25400,25450,2854,2656,2854,2769
25450,25500,2860,2662,2860,2775
25500,25550,2866,2668,2866,2781
25550,25600,2872,2674,2872,2787
25600,25650,2878,2680,2878,2793
25650,25700,2884,2686,2884,2799
25700,25750,2890,2692,2890,2805
25750,25800,2896,2698,2896,2811
25800,25850,2902,2704,2902,2817
25850,25900,2908,2710,2908,2823
25900,25950,2914,2716,2914,2829
25950,26000,2920,2722,2920,2835
26000,26050,2926,2728,2926,2841
26050,26100,2932,2734,2932,2847
26100,26150,2938,2740,2938,2853
26150,26200,2944,2746,2944,2859
26200,26250,2950,2752,2950,2865
26250,26300,2956,2758,2956,2871
26300,26350,2962,2764,2962,2877
26350,26400,2968,2770,2968,2883
26400,26450,2974,2776,2974,2889
26450,26500,2980,2782,2980,2895
26500,26550,2986,2788,2986,2901
26550,26600,2992,2794,2992,2907
26600,26650,2998,2800,2998,2913
26650,26700,3004,2806,3004,2919
26700,26750,3010,2812,3010,2925
26750,26800,3016,2818,3016,2931
26800,26850,3022,2824,3022,2937
26850,26900,3028,2830,3028,2943
26900,26950,3034,2836,3034,2949
26950,27000,3040,2842,3040,2955
27000,27050,3046,2848,3046,2961
27050,27100,3052,2854,3052,2967
27100,27150,3058,2860,3058,2973
27150,27200,3064,2866,3064,2979
27200,27250,3070,2872,3070,2985
27250,27300,3076,2878,3076,2991
27300,27350,3082,2884,3082,2997
27350,27400,3088,2890,3088,3003
27400,27450,3094,2896,3094,3009
27450,27500,3100,2902,3100,3015
27500,27550,3106,2908,3106,3021
27550,27600,3112,2914,3112,3027
27600,27650,3118,2920,3118,3033
27650,27700,3124,2926,3124,3039
27700,27750,3130,2932,3130,3045
27750,27800,3136,2938,3136,3051
27800,27850,3142,2944,3142,3057
27850,27900,3148,2950,3148,3063
27900,27950,3154,2956,3154,3069
27950,28000,3160,2962,3160,3075
28000,28050,3166,2968,3166,3081
28050,28100,3172,2974,3172,3087
28100,28150,3178,2980,3178,3093
28150,28200,3184,2986,3184,3099
28200,28250,3190,2992,3190,3105
28250,28300,3196,2998,3196,3111
28300,28350,3202,3004,3202,3117
28350,28400,3208,3010,3208,3123
28400,28450,3214,3016,3214,3129
28450,28500,3220,3022,3220,3135
28500,28550,3226,3028,3226,3141
28550,28600,3232,3034,3232,3147
28600,28650,3238,3040,3238,3153
28650,28700,3244,3046,3244,3159
28700,28750,3250,3052,3250,3165
28750,28800,3256,3058,3256,3171
28800,28850,3262,3064,3262,3177
28850,28900,3268,3070,3268,3183
28900,28950,3274,3076,3274,3189
28950,29000,3280,3082,3280,3195
29000,29050,3286,3088,3286,3201
29050,29100,3292,3094,3292,3207
29100,29150,3298,3100,3298,3213
29150,29200,3304,3106,3304,3219
29200,29250,3310,3112,3310,3225
29250,29300,3316,3118,3316,3231
29300,29350,3322,3124,3322,3237
29350,29400,3328,3130,3328,3243
29400,29450,3334,3136,3334,3249
29450,29500,3340,3142,3340,3255
29500,29550,3346,3148,3346,3261
29550,29600,3352,3154,3352,3267
29600,29650,3358,3160,3358,3273
29650,29700,3364,3166,3364,3279
29700,29750,3370,3172,3370,3285
29750,29800,3376,3178,3376,3291
29800,29850,3382,3184,3382,3297
29850,29900,3388,3190,3388,3303
29900,29950,3394,3196,3394,3309
29950,30000,3400,3202,3400,3315
30000,30050,3406,3208,3406,3321
30050,30100,3412,3214,3412,3327
30100,30150,3418,3220,3418,3333
30150,30200,3424,3226,3424,3339
30200,30250,3430,3232,3430,3345
30250,30300,3436,3238,3436,3351
30300,30350,3442,3244,3442,3357
30350,30400,3448,3250,3448,3363
30400,30450,3454,3256,3454,3369
30450,30500,3460,3262,3460,3375
30500,30550,3466,3268,3466,3381
30550,30600,3472,3274,3472,3387
30600,30650,3478,3280,3478,3393
30650,30700,3484,3286,3484,3399
30700,30750,3490,3292,3490,3405
30750,30800,3496,3298,3496,3411
30800,30850,3502,3304,3502,3417
30850,30900,3508,3310,3508,3423
30900,30950,3514,3316,3514,3429
30950,31000,3520,3322,3520,3435
31000,31050,3526,3328,3526,3441
31050,31100,3532,3334,3532,3447
31100,31150,3538,3340,3538,3453
31150,31200,3544,3346,3544,3459
31200,31250,3550,3352,3550,3465
31250,31300,3556,3358,3556,3471
31300,31350,3562,3364,3562,3477
31350,31400,3568,3370,3568,3483
31400,31450,3574,3376,3574,3489
31450,31500,3580,3382,3580,3495
31500,31550,3586,3388,3586,3501
31550,31600,3592,3394,3592,3507
31600,31650,3598,3400,3598,3513
31650,31700,3604,3406,3604,3519
31700,31750,3610,3412,3610,3525
31750,31800,3616,3418,3616,3531
31800,31850,3622,3424,3622,3537
31850,31900,3628,3430,3628,3543
31900,31950,3634,3436,3634,3549
31950,32000,3640,3442,3640,3555
32000,32050,3646,3448,3646,3561
32050,32100,3652,3454,3652,3567
32100,32150,3658,3460,3658,3573
32150,32200,3664,3466,3664,3579
32200,32250,3670,3472,3670,3585
32250,32300,3676,3478,3676,3591
32300,32350,3682,3484,3682,3597
32350,32400,3688,3490,3688,3603
32400,32450,3694,3496,3694,3609
32450,32500,3700,3502,3700,3615
32500,32550,3706,3508,3706,3621
32550,32600,3712,3514,3712,3627
32600,32650,3718,3520,3718,3633
32650,32700,3724,3526,3724,3639
32700,32750,3730,3532,3730,3645
32750,32800,3736,3538,3736,3651
32800,32850,3742,3544,3742,3657
32850,32900,3748,3550,3748,3663
32900,32950,3754,3556,3754,3669
32950,33000,3760,3562,3760,3675
33000,33050,3766,3568,3766,3681
33050,33100,3772,3574,3772,3687
33100,33150,3778,3580,3778,3693
33150,33200,3784,3586,3784,3699
33200,33250,3790,3592,3790,3705
33250,33300,3796,3598,3796,3711
33300,33350,3802,3604,3802,3717
33350,33400,3808,3610,3808,3723
33400,33450,3814,3616,3814,3729
33450,33500,3820,3622,3820,3735
33500,33550,3826,3628,3826,3741
33550,33600,3832,3634,3832,3747
33600,33650,3838,3640,3838,3753
33650,33700,3844,3646,3844,3759
33700,33750,3850,3652,3850,3765
33750,33800,3856,3658,3856,3771
33800,33850,3862,3664,3862,3777
33850,33900,3868,3670,3868,3783
33900,33950,3874,3676,3874,3789
33950,34000,3880,3682,3880,3795
34000,34050,3886,3688,3886,3801
34050,34100,3892,3694,3892,3807
34100,34150,3898,3700,3898,3813
34150,34200,3904,3706,3904,3819
34200,34250,3910,3712,3910,3825
34250,34300,3916,3718,3916,3831
34300,34350,3922,3724,3922,3837
34350,34400,3928,3730,3928,3843
34400,34450,3934,3736,3934,3849
34450,34500,3940,3742,3940,3855
34500,34550,3946,3748,3946,3861
34550,34600,3952,3754,3952,3867
34600,34650,3958,3760,3958,3873
34650,34700,3964,3766,3964,3879
34700,34750,3970,3772,3970,3885
34750,34800,3976,3778,3976,3891
34800,34850,3982,3784,3982,3897
34850,34900,3988,3790,3988,3903
34900,34950,3994,3796,3994,3909
34950,35000,4000,3802,4000,3915
35000,35050,4006,3808,4006,3921
35050,35100,4012,3814,4012,3927
35100,35150,4018,3820,4018,3933
35150,35200,4024,3826,4024,3939
35200,35250,4030,3832,4030,3945
35250,35300,4036,3838,4036,3951
35300,35350,4042,3844,4042,3957
35350,35400,4048,3850,4048,3963
35400,35450,4054,3856,4054,3969
35450,35500,4060,3862,4060,3975
35500,35550,4066,3868,4066,3981
35550,35600,4072,3874,4072,3987
35600,35650,4078,3880,4078,3993
35650,35700,4084,3886,4084,3999
35700,35750,4090,3892,4090,4005
35750,35800,4096,3898,4096,4011
35800,35850,4102,3904,4102,4017
35850,35900,4108,3910,4108,4023
35900,35950,4114,3916,4114,4029
35950,36000,4120,3922,4120,4035
36000,36050,4126,3928,4126,4041
36050,36100,4132,3934,4132,4047
36100,36150,4138,3940,4138,4053
36150,36200,4144,3946,4144,4059
36200,36250,4150,3952,4150,4065
36250,36300,4156,3958,4156,4071
36300,36350,4162,3964,4162,4077
36350,36400,4168,3970,4168,4083
36400,36450,4174,3976,4174,4089
36450,36500,4180,3982,4180,4095
36500,36550,4186,3988,4186,4101
36550,36600,4192,3994,4192,4107
36600,36650,4198,4000,4198,4113
36650,36700,4204,4006,4204,4119
36700,36750,4210,4012,4210,4125
36750,36800,4216,4018,4216,4131
36800,36850,4222,4024,4222,4137
36850,36900,4228,4030,4228,4143
36900,36950,4234,4036,4234,4149
36950,37000,4240,4042,4240,4155
37000,37050,4246,4048,4246,4161
37050,37100,4252,4054,4252,4167
37100,37150,4258,4060,4258,4173
37150,37200,4264,4066,4264,4179
37200,37250,4270,4072,4270,4185
37250,37300,4276,4078,4276,4191
37300,37350,4282,4084,4282,4197
37350,37400,4288,4090,4288,4203
37400,37450,4294,4096,4294,4209
37450,37500,4300,4102,4300,4215
37500,37550,4306,4108,4306,4221
37550,37600,4312,4114,4312,4227
37600,37650,4318,4120,4318,4233
37650,37700,4324,4126,4324,4239
37700,37750,4330,4132,4330,4245
37750,37800,4336,4138,4336,4251
37800,37850,4342,4144,4342,4257
37850,37900,4348,4150,4348,4263
37900,37950,4354,4156,4354,4269
37950,38000,4360,4162,4360,4275
38000,38050,4366,4168,4366,4281
38050,38100,4372,4174,4372,4287
38100,38150,4378,4180,4378,4293
38150,38200,4384,4186,4384,4299
38200,38250,4390,4192,4390,4305
38250,38300,4396,4198,4396,4311
38300,38350,4402,4204,4402,4317
38350,38400,4408,4210,4408,4323
38400,38450,4414,4216,4414,4329
38450,38500,4420,4222,4420,4335
38500,38550,4426,4228,4426,4341
38550,38600,4432,4234,4432,4347
38600,38650,4438,4240,4438,4353
38650,38700,4444,4246,4444,4359
38700,38750,4450,4252,4450,4365
38750,38800,4456,4258,4456,4371
